year,tournament,surface,ace_pct,speed
1991,Hilversum,Clay,5.9,1.62
1991,San Francisco,Carpet,6.8,1.5
1991,Basel,Hard,10.3,1.48
1991,Brussels,Carpet,10.6,1.44
1991,Tour Finals,Carpet,15.7,1.37
1991,Birmingham,Carpet,8.9,1.3
1991,Vienna,Carpet,7.0,1.28
1991,Sao Paulo,Hard,5.3,1.27
1991,Newport,Grass,13.4,1.25
1991,Tokyo Indoor,Carpet,10.8,1.24
1991,Wimbledon,Grass,9.2,1.23
1991,Copenhagen,Carpet,7.7,1.21
1991,Paris Masters,Carpet,9.7,1.2
1991,Tel Aviv,Hard,13.8,1.2
1991,Lyon,Carpet,8.1,1.18
1991,Guaruja,Hard,5.5,1.17
1991,Stockholm Masters,Carpet,9.9,1.17
1991,Manchester,Grass,8.1,1.16
1991,Singapore,Hard,4.7,1.15
1991,Athens,Clay,3.0,1.15
1991,Cincinnati Masters,Hard,9.5,1.15
1991,Queen's Club,Grass,6.5,1.14
1991,Stuttgart Indoor,Carpet,7.5,1.14
1991,Brisbane,Hard,5.0,1.13
1991,Berlin,Carpet,5.8,1.12
1991,Rotterdam,Carpet,8.4,1.11
1991,US Open,Hard,7.4,1.11
1991,Indian Wells Masters,Hard,6.9,1.11
1991,New Haven,Hard,7.5,1.1
1991,Adelaide,Hard,6.5,1.1
1991,Memphis,Hard,7.7,1.08
1991,Moscow,Carpet,7.3,1.08
1991,Guaruja,Hard,6.7,1.08
1991,Orlando,Hard,9.4,1.07
1991,Gstaad,Clay,7.7,1.06
1991,Kitzbuhel,Clay,5.3,1.06
1991,Tokyo Outdoor,Hard,6.9,1.04
1991,Philadelphia,Carpet,7.0,1.02
1991,Geneva,Clay,3.7,1.0
1991,Toulouse,Hard,8.3,1.0
1991,Brasilia,Carpet,5.7,1.0
1991,Auckland,Hard,5.7,1.0
1991,Washington,Hard,5.8,1.0
1991,Stuttgart Outdoor,Clay,5.8,0.99
1991,Sydney Outdoor,Hard,6.6,0.99
1991,Canada Masters,Hard,6.9,0.98
1991,Chicago,Carpet,6.4,0.98
1991,Los Angeles,Hard,8.4,0.98
1991,Miami Masters,Hard,6.4,0.97
1991,Indianapolis,Hard,7.1,0.96
1991,Sydney Indoor,Hard,8.9,0.96
1991,Palermo,Clay,4.5,0.96
1991,Milan,Carpet,7.5,0.95
1991,Rosmalen,Grass,9.0,0.93
1991,Bordeaux,Hard,6.4,0.93
1991,Buzios,Hard,4.0,0.9
1991,Wellington,Hard,5.2,0.89
1991,Florence,Clay,3.5,0.89
1991,Australian Open,Hard,5.8,0.88
1991,Schenectady,Hard,6.4,0.85
1991,Hong Kong,Hard,6.4,0.84
1991,Tampa,Clay,5.4,0.83
1991,Barcelona,Clay,3.8,0.83
1991,Charlotte,Clay,5.6,0.82
1991,Genova,Clay,2.9,0.8
1991,Munich,Clay,4.0,0.78
1991,Long Island,Hard,5.5,0.76
1991,San Marino,Clay,2.3,0.75
1991,Roland Garros,Clay,4.8,0.68
1991,Madrid,Clay,4.4,0.67
1991,Bologna,Clay,4.1,0.65
1991,Bastad,Clay,3.0,0.61
1991,Seoul,Hard,3.1,0.61
1991,Hamburg Masters,Clay,3.5,0.61
1991,Rome Masters,Clay,3.3,0.61
1991,Umag,Clay,3.4,0.6
1991,Prague,Clay,2.9,0.59
1991,Nice,Clay,2.9,0.59
1991,Estoril,Clay,3.0,0.57
1991,Monte Carlo Masters,Clay,3.1,0.52
1992,Taipei,Carpet,11.4,1.48
1992,Lyon,Carpet,13.8,1.47
1992,Paris Masters,Carpet,13.2,1.41
1992,Antwerp,Carpet,9.1,1.39
1992,Bolzano,Carpet,10.8,1.38
1992,Tokyo Indoor,Carpet,11.2,1.36
1992,Vienna,Carpet,7.5,1.35
1992,Palermo,Clay,6.3,1.34
1992,Maceio,Clay,5.8,1.33
1992,Basel,Hard,11.2,1.32
1992,Athens,Clay,5.3,1.31
1992,Manchester,Grass,12.6,1.31
1992,Tel Aviv,Hard,6.4,1.31
1992,Stockholm Masters,Carpet,12.0,1.3
1992,Gstaad,Clay,8.5,1.3
1992,Guaruja,Hard,5.9,1.26
1992,Memphis,Hard,9.0,1.24
1992,Sao Paulo,Hard,6.7,1.23
1992,Tour Finals,Carpet,12.6,1.22
1992,Milan,Carpet,9.6,1.22
1992,Philadelphia,Carpet,9.0,1.21
1992,Moscow,Carpet,10.9,1.21
1992,Canada Masters,Hard,10.3,1.18
1992,Copenhagen,Carpet,8.0,1.17
1992,Singapore,Hard,7.3,1.17
1992,Buzios,Hard,6.0,1.17
1992,Kitzbuhel,Clay,6.7,1.16
1992,Newport,Grass,11.7,1.15
1992,Tampa,Clay,6.1,1.14
1992,Sydney Indoor,Hard,10.0,1.12
1992,Stuttgart Indoor,Carpet,10.4,1.11
1992,Barcelona,Clay,5.6,1.09
1992,Johannesburg,Hard,6.9,1.08
1992,Toulouse,Hard,8.5,1.08
1992,Hilversum,Clay,5.9,1.07
1992,San Francisco,Hard,7.7,1.07
1992,Bordeaux,Clay,5.9,1.06
1992,Cincinnati Masters,Hard,9.3,1.05
1992,Rosmalen,Grass,8.6,1.04
1992,Los Angeles,Hard,8.4,0.99
1992,Wimbledon,Grass,9.1,0.99
1992,Auckland,Hard,5.9,0.98
1992,Brussels,Carpet,9.1,0.98
1992,New Haven,Hard,8.7,0.97
1992,Tokyo Outdoor,Hard,7.2,0.97
1992,Queen's Club,Grass,8.4,0.96
1992,Sydney Outdoor,Hard,7.4,0.91
1992,Stuttgart Outdoor,Clay,6.5,0.91
1992,Australian Open,Hard,6.9,0.9
1992,Schenectady,Hard,5.3,0.89
1992,Long Island,Hard,6.0,0.88
1992,Scottsdale,Hard,5.6,0.85
1992,Genova,Clay,4.7,0.85
1992,Washington,Hard,6.6,0.85
1992,Charlotte,Clay,6.0,0.84
1992,Umag,Clay,3.9,0.84
1992,Florence,Clay,3.3,0.83
1992,Roland Garros,Clay,5.4,0.82
1992,Indianapolis,Hard,6.8,0.81
1992,Hong Kong,Hard,5.9,0.81
1992,Cologne,Clay,5.0,0.79
1992,Miami Masters,Hard,7.0,0.79
1992,Atlanta,Clay,6.7,0.78
1992,Bastad,Clay,4.6,0.78
1992,US Open,Hard,6.5,0.77
1992,Rotterdam,Carpet,6.8,0.77
1992,Indian Wells Masters,Hard,5.3,0.76
1992,Hamburg Masters,Clay,4.8,0.76
1992,Munich,Clay,5.1,0.72
1992,Rome Masters,Clay,4.9,0.7
1992,Nice,Clay,3.8,0.69
1992,Wellington,Hard,4.7,0.68
1992,Bologna,Clay,3.2,0.67
1992,Adelaide,Hard,7.3,0.67
1992,San Marino,Clay,4.0,0.65
1992,Madrid,Clay,3.8,0.63
1992,Seoul,Hard,3.1,0.63
1992,Casablanca,Clay,4.5,0.63
1992,Prague,Clay,4.2,0.62
1992,Monte Carlo Masters,Clay,4.2,0.62
1992,Brisbane,Hard,4.2,0.6
1992,Estoril,Clay,2.7,0.58
1993,Bolzano,Carpet,13.5,1.59
1993,Stuttgart Indoor,Carpet,13.1,1.5
1993,Copenhagen,Carpet,13.3,1.46
1993,Newport,Grass,11.4,1.45
1993,Vienna,Carpet,13.9,1.43
1993,Tokyo Indoor,Carpet,12.5,1.39
1993,Lyon,Carpet,11.9,1.38
1993,Paris Masters,Carpet,12.1,1.36
1993,Queen's Club,Grass,11.6,1.33
1993,Marseille,Carpet,12.3,1.32
1993,Antwerp,Carpet,12.1,1.32
1993,Santiago,Clay,6.1,1.31
1993,Stockholm Masters,Carpet,11.0,1.31
1993,Seoul,Hard,6.3,1.27
1993,Umag,Clay,3.9,1.27
1993,Memphis,Hard,8.1,1.23
1993,New Haven,Hard,10.5,1.21
1993,Washington,Hard,9.9,1.18
1993,Beijing,Carpet,8.4,1.18
1993,Basel,Hard,11.4,1.17
1993,Rotterdam,Carpet,9.8,1.16
1993,Cincinnati Masters,Hard,10.4,1.15
1993,Halle,Grass,9.8,1.15
1993,Moscow,Carpet,11.9,1.14
1993,Sydney Indoor,Hard,9.8,1.12
1993,Stuttgart Outdoor,Clay,6.8,1.12
1993,Gstaad,Clay,10.5,1.12
1993,Sydney Outdoor,Hard,10.6,1.11
1993,Mexico City,Clay,7.7,1.11
1993,Tour Finals,Carpet,11.8,1.11
1993,Zaragoza,Carpet,9.0,1.1
1993,Toulouse,Hard,8.4,1.09
1993,Osaka,Hard,9.5,1.09
1993,Milan,Carpet,9.5,1.08
1993,Wimbledon,Grass,8.8,1.07
1993,Philadelphia,Carpet,8.6,1.06
1993,Schenectady,Hard,9.6,1.04
1993,Hong Kong,Hard,10.3,1.04
1993,Adelaide,Hard,9.1,1.03
1993,Indian Wells Masters,Hard,6.6,1.02
1993,Kuala Lumpur-1,Hard,7.0,1.01
1993,Indianapolis,Hard,8.5,1.0
1993,US Open,Hard,7.7,0.99
1993,Jakarta,Hard,6.7,0.98
1993,Tel Aviv,Hard,6.4,0.98
1993,Athens,Clay,3.5,0.95
1993,Kuala Lumpur-2,Hard,7.5,0.94
1993,San Marino,Clay,4.5,0.93
1993,Durban,Hard,9.4,0.93
1993,Atlanta,Clay,9.4,0.92
1993,Auckland,Hard,7.8,0.91
1993,Tampa,Clay,7.1,0.89
1993,Sao Paulo,Clay,4.2,0.89
1993,Tokyo Outdoor,Hard,8.9,0.89
1993,Bucharest,Clay,5.0,0.88
1993,Charlotte,Clay,5.1,0.88
1993,Long Island,Hard,7.6,0.87
1993,Australian Open,Hard,7.1,0.87
1993,Florence,Clay,5.1,0.87
1993,Kitzbuhel,Clay,5.5,0.86
1993,Bologna,Clay,6.3,0.86
1993,Doha,Hard,8.5,0.85
1993,Miami Masters,Hard,6.6,0.85
1993,Rosmalen,Grass,6.4,0.85
1993,Canada Masters,Hard,7.2,0.85
1993,Buenos Aires,Clay,3.7,0.84
1993,Bordeaux,Hard,6.1,0.82
1993,San Francisco,Hard,7.0,0.81
1993,Manchester,Grass,8.0,0.81
1993,Scottsdale,Hard,5.0,0.81
1993,Dubai,Hard,4.5,0.81
1993,Hilversum,Clay,5.0,0.81
1993,Prague,Clay,4.0,0.79
1993,Roland Garros,Clay,5.4,0.79
1993,Palermo,Clay,5.1,0.79
1993,Coral Springs,Clay,5.8,0.78
1993,Munich,Clay,5.6,0.78
1993,Los Angeles,Hard,7.5,0.78
1993,Genova,Clay,2.8,0.71
1993,Rome Masters,Clay,5.8,0.7
1993,Casablanca,Clay,3.8,0.69
1993,Barcelona,Clay,4.4,0.64
1993,Madrid,Clay,3.5,0.62
1993,Bastad,Clay,4.1,0.61
1993,Nice,Clay,4.4,0.61
1993,Estoril,Clay,4.0,0.61
1993,Monte Carlo Masters,Clay,4.5,0.57
1993,Hamburg Masters,Clay,4.2,0.53
1994,Copenhagen,Carpet,12.3,1.57
1994,Antwerp,Carpet,13.6,1.54
1994,Stuttgart Indoor,Carpet,11.9,1.47
1994,Bogota,Clay,13.0,1.45
1994,Tokyo Indoor,Carpet,15.9,1.43
1994,Kuala Lumpur,Carpet,15.0,1.41
1994,Vienna,Carpet,12.9,1.41
1994,Sun City,Hard,10.7,1.36
1994,Halle,Grass,12.7,1.33
1994,Basel,Hard,11.9,1.31
1994,Santiago,Clay,6.5,1.3
1994,Paris Masters,Carpet,12.6,1.29
1994,Rotterdam,Carpet,13.1,1.29
1994,Zaragoza,Carpet,12.0,1.28
1994,Florence,Clay,8.9,1.26
1994,Athens,Clay,4.6,1.26
1994,Stockholm Masters,Carpet,12.8,1.25
1994,Sydney Indoor,Hard,13.5,1.23
1994,Tour Finals,Carpet,12.6,1.22
1994,Marseille,Carpet,10.5,1.21
1994,Queen's Club,Grass,11.2,1.18
1994,Newport,Grass,10.9,1.18
1994,Gstaad,Clay,8.6,1.17
1994,Schenectady,Hard,10.8,1.17
1994,Washington,Hard,8.9,1.15
1994,Hilversum,Clay,7.6,1.13
1994,Palermo,Clay,4.6,1.11
1994,Auckland,Hard,8.3,1.11
1994,New Haven,Hard,10.9,1.1
1994,Milan,Carpet,10.1,1.1
1994,Coral Springs,Clay,10.5,1.09
1994,Seoul,Hard,11.8,1.09
1994,Toulouse,Hard,9.2,1.08
1994,Memphis,Hard,10.5,1.06
1994,Indian Wells Masters,Hard,9.3,1.05
1994,Beijing,Carpet,10.1,1.05
1994,Cincinnati Masters,Hard,8.4,1.03
1994,Stuttgart Outdoor,Clay,7.8,1.03
1994,Lyon,Carpet,8.1,1.03
1994,Manchester,Grass,10.1,1.02
1994,Ostrava,Carpet,9.3,1.01
1994,Philadelphia,Carpet,8.5,1.0
1994,Tel Aviv,Hard,8.2,0.99
1994,Wimbledon,Grass,9.9,0.98
1994,Moscow,Carpet,9.7,0.97
1994,Scottsdale,Hard,8.3,0.96
1994,Oahu,Hard,6.4,0.95
1994,San Marino,Clay,5.6,0.95
1994,Tokyo Outdoor,Hard,9.8,0.95
1994,Birmingham,Clay,8.0,0.95
1994,Buenos Aires,Clay,6.1,0.94
1994,US Open,Hard,8.0,0.94
1994,Hong Kong,Hard,10.0,0.93
1994,Mexico City,Clay,4.4,0.92
1994,Kitzbuhel,Clay,5.9,0.9
1994,Bologna,Clay,6.3,0.89
1994,Osaka,Hard,9.8,0.88
1994,Doha,Hard,8.0,0.88
1994,Adelaide,Hard,8.0,0.87
1994,Indianapolis,Hard,6.5,0.87
1994,Atlanta,Clay,8.1,0.87
1994,St. Poelten,Clay,3.6,0.86
1994,Long Island,Hard,7.0,0.86
1994,Sydney Outdoor,Hard,9.7,0.85
1994,Bucharest,Clay,5.0,0.84
1994,Australian Open,Hard,7.1,0.83
1994,Dubai,Hard,6.2,0.83
1994,Rosmalen,Grass,11.4,0.83
1994,Bastad,Clay,5.7,0.83
1994,Jakarta,Hard,4.9,0.82
1994,San Jose,Hard,6.2,0.81
1994,Rome Masters,Clay,8.1,0.8
1994,Pinehurst,Clay,6.0,0.8
1994,Miami Masters,Hard,7.0,0.79
1994,Los Angeles,Hard,8.0,0.78
1994,Madrid,Clay,4.8,0.78
1994,Montevideo,Clay,4.5,0.75
1994,Canada Masters,Hard,7.1,0.75
1994,Barcelona,Clay,5.0,0.72
1994,Prague,Clay,4.6,0.69
1994,Hamburg Masters,Clay,5.2,0.68
1994,Bordeaux,Hard,5.9,0.67
1994,Casablanca,Clay,3.0,0.63
1994,Munich,Clay,4.3,0.62
1994,Estoril,Clay,3.5,0.61
1994,Roland Garros,Clay,5.1,0.61
1994,Umag,Clay,3.2,0.54
1994,Nice,Clay,3.7,0.52
1994,Monte Carlo Masters,Clay,3.8,0.5
1995,Marseille,Carpet,15.6,1.62
1995,Newport,Grass,12.6,1.6
1995,Copenhagen,Carpet,14.8,1.53
1995,Milan,Carpet,14.2,1.49
1995,Stuttgart Indoor,Carpet,15.1,1.47
1995,Rotterdam,Carpet,15.5,1.45
1995,Nottingham,Grass,10.3,1.4
1995,Tour Finals,Carpet,17.6,1.37
1995,Basel,Hard,11.4,1.36
1995,Ostrava,Carpet,11.3,1.31
1995,Johannesburg,Hard,12.1,1.29
1995,San Jose,Hard,13.5,1.29
1995,Toulouse,Hard,9.9,1.22
1995,Jakarta,Hard,9.0,1.2
1995,Lyon,Carpet,12.3,1.2
1995,Gstaad,Clay,8.4,1.17
1995,St. Petersburg,Carpet,11.5,1.17
1995,Kuala Lumpur,Carpet,14.9,1.17
1995,Vienna,Carpet,8.6,1.16
1995,Indianapolis,Hard,11.6,1.15
1995,Amsterdam,Clay,7.0,1.14
1995,Bogota,Clay,7.5,1.14
1995,Tel Aviv,Hard,7.6,1.13
1995,Washington,Hard,9.4,1.11
1995,St. Poelten,Clay,7.0,1.1
1995,Cincinnati Masters,Hard,10.3,1.1
1995,Santiago,Clay,6.3,1.1
1995,Tokyo Indoor,Carpet,14.5,1.09
1995,Essen Masters,Carpet,11.2,1.09
1995,Paris Masters,Carpet,12.2,1.09
1995,Memphis,Hard,12.8,1.08
1995,New Haven,Hard,11.1,1.08
1995,Halle,Grass,11.0,1.06
1995,Philadelphia,Carpet,10.2,1.06
1995,Stockholm,Hard,10.0,1.06
1995,Queen's Club,Grass,12.9,1.05
1995,Scottsdale,Hard,8.9,1.02
1995,Indian Wells Masters,Hard,8.6,1.02
1995,Hong Kong,Hard,10.0,0.99
1995,Seoul,Hard,8.1,0.99
1995,Tokyo Outdoor,Hard,9.5,0.99
1995,Valencia,Clay,5.7,0.98
1995,Beijing,Carpet,9.3,0.96
1995,Auckland,Hard,9.0,0.96
1995,Wimbledon,Grass,9.8,0.95
1995,Estoril,Clay,4.7,0.95
1995,Canada Masters,Hard,9.9,0.95
1995,Sydney Outdoor,Hard,9.1,0.94
1995,Kitzbuhel,Clay,5.3,0.94
1995,San Marino,Clay,6.7,0.93
1995,Miami Masters,Hard,8.1,0.93
1995,Stuttgart Outdoor,Clay,6.5,0.92
1995,US Open,Hard,8.6,0.92
1995,Bordeaux,Hard,8.5,0.9
1995,Montevideo,Clay,4.9,0.9
1995,Bermuda,Clay,6.5,0.89
1995,Los Angeles,Hard,11.3,0.89
1995,Rosmalen,Grass,9.0,0.88
1995,Oporto,Clay,4.5,0.87
1995,Coral Springs,Clay,7.7,0.87
1995,Palermo,Clay,6.4,0.86
1995,Pinehurst,Clay,8.1,0.85
1995,Doha,Hard,6.6,0.85
1995,Barcelona,Clay,6.8,0.85
1995,Australian Open,Hard,7.9,0.85
1995,Long Island,Hard,6.7,0.84
1995,Adelaide,Hard,7.6,0.83
1995,Atlanta,Clay,6.7,0.82
1995,Bucharest,Clay,5.0,0.8
1995,Dusseldorf,Clay,8.1,0.8
1995,Umag,Clay,3.6,0.75
1995,Rome Masters,Clay,6.4,0.75
1995,Buenos Aires,Clay,3.6,0.73
1995,Bologna,Clay,5.9,0.73
1995,Dubai,Hard,4.7,0.71
1995,Mexico City,Clay,4.9,0.7
1995,Hamburg Masters,Clay,6.1,0.69
1995,Roland Garros,Clay,5.2,0.66
1995,Bastad,Clay,4.8,0.63
1995,Monte Carlo Masters,Clay,5.7,0.6
1995,Prague,Clay,4.0,0.57
1995,Munich,Clay,3.9,0.51
1995,Nice,Clay,4.4,0.47
1995,Casablanca,Clay,3.4,0.47
1996,Santiago,Clay,7.0,1.73
1996,Ostrava,Carpet,13.6,1.65
1996,Shanghai,Carpet,10.6,1.59
1996,Tel Aviv,Hard,8.2,1.49
1996,Vienna,Carpet,15.6,1.42
1996,Washington,Hard,10.9,1.41
1996,Antwerp,Carpet,15.2,1.4
1996,Zagreb,Carpet,16.5,1.39
1996,Rotterdam,Carpet,19.5,1.39
1996,Copenhagen,Carpet,12.6,1.33
1996,Tour Finals,Carpet,23.9,1.33
1996,Halle,Grass,13.2,1.3
1996,Moscow,Carpet,13.9,1.3
1996,Paris Masters,Carpet,12.7,1.3
1996,New Delhi,Hard,11.1,1.29
1996,Singapore,Carpet,13.9,1.26
1996,Memphis,Hard,13.0,1.24
1996,Long Island,Hard,10.0,1.23
1996,Milan,Carpet,14.0,1.23
1996,Stockholm,Hard,12.7,1.21
1996,Scottsdale,Hard,8.8,1.19
1996,Beijing,Carpet,12.4,1.19
1996,Cincinnati Masters,Hard,13.0,1.18
1996,Lyon,Carpet,9.6,1.16
1996,Marseille,Hard,10.6,1.15
1996,Newport,Grass,10.2,1.12
1996,Canada Masters,Hard,10.0,1.1
1996,Stuttgart Masters,Carpet,11.8,1.09
1996,Basel,Hard,11.9,1.09
1996,St. Petersburg,Carpet,10.7,1.09
1996,Nottingham,Grass,9.9,1.07
1996,Bogota,Clay,6.3,1.07
1996,Toulouse,Hard,11.1,1.07
1996,New Haven,Hard,10.7,1.07
1996,Doha,Hard,10.3,1.06
1996,Gstaad,Clay,8.2,1.06
1996,San Jose,Hard,10.7,1.06
1996,Jakarta,Hard,7.3,1.04
1996,Hong Kong,Hard,11.0,1.03
1996,Philadelphia,Carpet,8.4,1.0
1996,Wimbledon,Grass,9.5,0.99
1996,US Open,Hard,9.1,0.99
1996,Tokyo,Hard,12.3,0.98
1996,Atlanta,Clay,9.9,0.97
1996,Queen's Club,Grass,9.1,0.96
1996,Los Angeles,Hard,10.0,0.96
1996,Coral Springs,Clay,8.3,0.94
1996,Adelaide,Hard,8.4,0.94
1996,Barcelona,Clay,6.6,0.93
1996,Mexico City,Clay,5.4,0.92
1996,San Marino,Clay,4.7,0.9
1996,Bournemouth,Clay,9.6,0.9
1996,Indian Wells Masters,Hard,8.0,0.9
1996,Bermuda,Clay,6.1,0.89
1996,Stuttgart Outdoor,Clay,7.0,0.88
1996,Miami Masters,Hard,8.4,0.88
1996,Pinehurst,Clay,6.9,0.86
1996,Umag,Clay,4.0,0.86
1996,Amsterdam,Clay,5.6,0.85
1996,Auckland,Hard,6.6,0.84
1996,Oporto,Clay,5.4,0.84
1996,Indianapolis,Hard,9.3,0.82
1996,Sydney Outdoor,Hard,9.6,0.81
1996,Rosmalen,Grass,5.7,0.78
1996,Kitzbuhel,Clay,5.6,0.78
1996,Australian Open,Hard,6.6,0.74
1996,Bastad,Clay,5.1,0.72
1996,Roland Garros,Clay,7.1,0.7
1996,Marbella,Clay,5.7,0.69
1996,Dubai,Hard,6.7,0.69
1996,Estoril,Clay,4.4,0.68
1996,Palermo,Clay,4.1,0.68
1996,Rome Masters,Clay,6.4,0.67
1996,Bologna,Clay,4.1,0.66
1996,Hamburg Masters,Clay,6.4,0.66
1996,Prague,Clay,4.7,0.64
1996,Munich,Clay,6.5,0.62
1996,St. Poelten,Clay,4.8,0.56
1996,Dusseldorf,Clay,6.5,0.56
1996,Monte Carlo Masters,Clay,4.4,0.55
1996,Seoul,Hard,5.5,0.55
1996,Bucharest,Clay,3.0,0.46
1996,Casablanca,Clay,2.8,0.37
1997,Rotterdam,Carpet,17.8,1.53
1997,Zagreb,Carpet,17.1,1.49
1997,Milan,Carpet,14.9,1.44
1997,Copenhagen,Carpet,14.8,1.39
1997,Moscow,Carpet,12.5,1.37
1997,Halle,Grass,14.9,1.35
1997,Singapore,Carpet,12.8,1.35
1997,Marseille,Hard,12.3,1.34
1997,Newport,Grass,12.2,1.33
1997,Shanghai,Carpet,8.5,1.3
1997,Stockholm,Hard,13.1,1.3
1997,Ostrava,Carpet,12.4,1.27
1997,Memphis,Hard,11.4,1.27
1997,Indian Wells Masters,Hard,11.8,1.25
1997,Vienna,Carpet,16.4,1.23
